"particle_id","x_um","y_um","coord_match_cost","coord_source","material","quality","feret_max_um"
"A353",8312.57916666667,3156.12916666667,0.630889685276295,"image","Polyamide (naturally occurring)",0.958094951707511,30
"A354",5886.45416666667,10243.0791666667,0.7424614609334,"image","Polyamide (naturally occurring)",0.935535237258835,28
"A355",8888.96666666667,12266.5291666667,0.616689948015446,"image","Polyamide (naturally occurring)",0.898432304832974,25
"A356",6379.37083333333,10139.8375,0.774730721502186,"image","Cellulosic",0.948807229322959,30
"A357",10420.2583333333,7934.00833333333,0.616689948015446,"image","Polyamide (naturally occurring)",0.949394386188322,25
"A358",6148.07916666667,9483.175,0.663679508099286,"image","Polyamide (naturally occurring)",0.945323858535642,35
"A359",1746.875,9221.17083333333,0.630889685276295,"image","Polyamide (naturally occurring)",0.870970369965427,30
"A360",1656.41666666667,6941.07916666667,0.630889685276295,"image","Polyamide (naturally occurring)",0.882892107338418,30
"A361",4471.56666666667,10087.7291666667,0.626163820569418,"image","Polyamide (naturally occurring)",0.953727325265376,25
"A362",7615.18333333333,9416.875,0.754243389056157,"image","Chitin",0.819237430467453,37
"A363",10554.2666666667,8316.37083333333,0.596310735366573,"image","Polyamide (naturally occurring)",0.92947733911121,32
"A364",10835.6625,3119.78333333333,0.482322784343528,"image","Polyamide (naturally occurring)",0.944604281949416,25
"A365",6812.54166666667,12678.5208333333,0.482322784343528,"image","Polyamide (naturally occurring)",0.942012450840136,25
"A366",4808.32083333333,4336.36666666667,0.78532037857207,"image","Carbonate",0.777911336721805,44
"A367",7067.2875,5194.74583333333,0.768436947336661,"image","Polyamide (naturally occurring)",0.953769408398387,28
"A368",390.595833333333,4339.94166666667,0.628579995935359,"image","Polyamide (naturally occurring)",0.937510940503842,30
"A369",6125.6,10845.1958333333,0.513764328038883,"image","Polyamide (naturally occurring)",0.952958685347843,35
"A370",2545.5625,5605.70833333333,0.278068310653553,"image","Polyamide (naturally occurring)",0.927519031223428,25
"A371",5074.875,8486.29166666667,0.278068310653553,"image","Polyamide (naturally occurring)",0.950216719543896,25
"A372",2537.65416666667,8744.99166666667,1.41255373883419,"image","Cellulosic",0.95481110035359,45
"A373",3069.40833333333,7505.98333333333,0.649631867086036,"image","Polyamide (naturally occurring)",0.963653571980297,30
"A374",8807.87916666667,9867.10833333333,0.884633681708904,"image","Polyamide (naturally occurring)",0.905579774011368,25
"A375",5224.8625,12552.8541666667,0.649631867086036,"image","Polyamide (naturally occurring)",0.943460137458787,30
"A376",11297.8666666667,3934.17916666666,0.884633681708904,"image","Polyamide (naturally occurring)",0.934598424284252,25
"A377",3713.125,4217.57916666667,0.827374454987608,"image","Polyamide (naturally occurring)",0.95742539755515,30
"A378",2830.69583333333,10129.5458333333,0.884633681708904,"image","Polyamide (naturally occurring)",0.960430109195392,25
