"match_id","material_a_raw","material_b_raw","material_a_norm","material_b_norm","family_a","family_b","category_a","category_b","tier","agree_exact","match_distance","ftir_material_raw","raman_material_raw","ftir_material_norm","raman_material_norm"
98,"Protein","Cellulose Acetate Butyrate (CAB)","PROTEIN","CAB","Protein","Cellulose","Natural/Organic","Semi-synthetic","Disagree",FALSE,20.7003274491387,"Protein","Cellulose Acetate Butyrate (CAB)","PROTEIN","CAB"
99,"Protein","Cellulose Acetate Butyrate (CAB)","PROTEIN","CAB","Protein","Cellulose","Natural/Organic","Semi-synthetic","Disagree",FALSE,14.5973803016543,"Protein","Cellulose Acetate Butyrate (CAB)","PROTEIN","CAB"
101,"Protein","Polyacrylamide/acrylate","PROTEIN","POLYACRYLAMIDE/ACRYLATE","Protein","Acrylate","Natural/Organic","Semi-synthetic","Disagree",FALSE,18.5810611015835,"Protein","Polyacrylamide/acrylate","PROTEIN","POLYACRYLAMIDE/ACRYLATE"
103,"Protein","Cellulose Acetate Butyrate (CAB)","PROTEIN","CAB","Protein","Cellulose","Natural/Organic","Semi-synthetic","Disagree",FALSE,5.46024724492442,"Protein","Cellulose Acetate Butyrate (CAB)","PROTEIN","CAB"
105,"PET","Polyethylene terephtalate (PET)","PET","PET","PET","PET","Synthetic","Synthetic","Family",TRUE,7.41880543224218,"PET","Polyethylene terephtalate (PET)","PET","PET"
106,"Protein","Cellulose Acetate Butyrate (CAB)","PROTEIN","CAB","Protein","Cellulose","Natural/Organic","Semi-synthetic","Disagree",FALSE,21.8666558735887,"Protein","Cellulose Acetate Butyrate (CAB)","PROTEIN","CAB"
107,"Protein","Polyacrylamide/acrylate","PROTEIN","POLYACRYLAMIDE/ACRYLATE","Protein","Acrylate","Natural/Organic","Semi-synthetic","Disagree",FALSE,15.9846194296934,"Protein","Polyacrylamide/acrylate","PROTEIN","POLYACRYLAMIDE/ACRYLATE"
109,"Protein","Cellulose Acetate Butyrate (CAB)","PROTEIN","CAB","Protein","Cellulose","Natural/Organic","Semi-synthetic","Disagree",FALSE,3.27757404160816,"Protein","Cellulose Acetate Butyrate (CAB)","PROTEIN","CAB"
110,"Protein","Polyacrylamide/acrylate","PROTEIN","POLYACRYLAMIDE/ACRYLATE","Protein","Acrylate","Natural/Organic","Semi-synthetic","Disagree",FALSE,6.85613112993504,"Protein","Polyacrylamide/acrylate","PROTEIN","POLYACRYLAMIDE/ACRYLATE"
111,"Protein","Polyacrylamide/acrylate","PROTEIN","POLYACRYLAMIDE/ACRYLATE","Protein","Acrylate","Natural/Organic","Semi-synthetic","Disagree",FALSE,14.7720152748748,"Protein","Polyacrylamide/acrylate","PROTEIN","POLYACRYLAMIDE/ACRYLATE"
112,"Protein","Polyacrylamide/acrylate","PROTEIN","POLYACRYLAMIDE/ACRYLATE","Protein","Acrylate","Natural/Organic","Semi-synthetic","Disagree",FALSE,3.02899786838325,"Protein","Polyacrylamide/acrylate","PROTEIN","POLYACRYLAMIDE/ACRYLATE"
115,"Protein","Polyacrylamide/acrylate","PROTEIN","POLYACRYLAMIDE/ACRYLATE","Protein","Acrylate","Natural/Organic","Semi-synthetic","Disagree",FALSE,17.7240953039539,"Protein","Polyacrylamide/acrylate","PROTEIN","POLYACRYLAMIDE/ACRYLATE"
117,"Protein","Polyamide (PA)","PROTEIN","PA","Protein","PA","Natural/Organic","Synthetic","Disagree",FALSE,16.0310765381123,"Protein","Polyamide (PA)","PROTEIN","PA"
120,"PET","Polyethylene terephtalate (PET)","PET","PET","PET","PET","Synthetic","Synthetic","Family",TRUE,6.059389532896,"PET","Polyethylene terephtalate (PET)","PET","PET"
121,"Cellulose","Polyamide (PA)","CELLULOSE","PA","Cellulose","PA","Semi-synthetic","Synthetic","Disagree",FALSE,53.6199845911298,"Cellulose","Polyamide (PA)","CELLULOSE","PA"
122,"Protein","Cellulose Acetate Butyrate (CAB)","PROTEIN","CAB","Protein","Cellulose","Natural/Organic","Semi-synthetic","Disagree",FALSE,22.1184343107826,"Protein","Cellulose Acetate Butyrate (CAB)","PROTEIN","CAB"
123,"Protein","Polyacrylamide/acrylate","PROTEIN","POLYACRYLAMIDE/ACRYLATE","Protein","Acrylate","Natural/Organic","Semi-synthetic","Disagree",FALSE,27.2095486111177,"Protein","Polyacrylamide/acrylate","PROTEIN","POLYACRYLAMIDE/ACRYLATE"
126,"Protein","Polyacrylamide/acrylate","PROTEIN","POLYACRYLAMIDE/ACRYLATE","Protein","Acrylate","Natural/Organic","Semi-synthetic","Disagree",FALSE,7.58331147517195,"Protein","Polyacrylamide/acrylate","PROTEIN","POLYACRYLAMIDE/ACRYLATE"
129,"Protein","Cellulose Acetate Butyrate (CAB)","PROTEIN","CAB","Protein","Cellulose","Natural/Organic","Semi-synthetic","Disagree",FALSE,3.82483974395976,"Protein","Cellulose Acetate Butyrate (CAB)","PROTEIN","CAB"
130,"Polypro","Polypropylene (PP)","PP","PP","PP","PP","Synthetic","Synthetic","Family",TRUE,6.5569365431076,"Polypro","Polypropylene (PP)","PP","PP"
132,"Protein","Polyacrylamide/acrylate","PROTEIN","POLYACRYLAMIDE/ACRYLATE","Protein","Acrylate","Natural/Organic","Semi-synthetic","Disagree",FALSE,16.9527427373409,"Protein","Polyacrylamide/acrylate","PROTEIN","POLYACRYLAMIDE/ACRYLATE"
134,"Protein","Cellulose Acetate Butyrate (CAB)","PROTEIN","CAB","Protein","Cellulose","Natural/Organic","Semi-synthetic","Disagree",FALSE,22.8597705144108,"Protein","Cellulose Acetate Butyrate (CAB)","PROTEIN","CAB"
135,"Protein","Cellulose Acetate Butyrate (CAB)","PROTEIN","CAB","Protein","Cellulose","Natural/Organic","Semi-synthetic","Disagree",FALSE,85.7835756111716,"Protein","Cellulose Acetate Butyrate (CAB)","PROTEIN","CAB"
136,"Protein","Cellulose Acetate Butyrate (CAB)","PROTEIN","CAB","Protein","Cellulose","Natural/Organic","Semi-synthetic","Disagree",FALSE,14.8688781265545,"Protein","Cellulose Acetate Butyrate (CAB)","PROTEIN","CAB"
137,"Protein","Cellulose Acetate Butyrate (CAB)","PROTEIN","CAB","Protein","Cellulose","Natural/Organic","Semi-synthetic","Disagree",FALSE,13.6504697773995,"Protein","Cellulose Acetate Butyrate (CAB)","PROTEIN","CAB"
138,"Protein","Polyacrylamide/acrylate","PROTEIN","POLYACRYLAMIDE/ACRYLATE","Protein","Acrylate","Natural/Organic","Semi-synthetic","Disagree",FALSE,14.5979325022681,"Protein","Polyacrylamide/acrylate","PROTEIN","POLYACRYLAMIDE/ACRYLATE"
139,"Protein","Cellulose Acetate Butyrate (CAB)","PROTEIN","CAB","Protein","Cellulose","Natural/Organic","Semi-synthetic","Disagree",FALSE,11.0068637155528,"Protein","Cellulose Acetate Butyrate (CAB)","PROTEIN","CAB"
140,"Protein","Cellulose Acetate Butyrate (CAB)","PROTEIN","CAB","Protein","Cellulose","Natural/Organic","Semi-synthetic","Disagree",FALSE,19.644749254364,"Protein","Cellulose Acetate Butyrate (CAB)","PROTEIN","CAB"
143,"Protein","Cellulose Acetate Butyrate (CAB)","PROTEIN","CAB","Protein","Cellulose","Natural/Organic","Semi-synthetic","Disagree",FALSE,17.9888753249885,"Protein","Cellulose Acetate Butyrate (CAB)","PROTEIN","CAB"
146,"Protein","Polyacrylamide/acrylate","PROTEIN","POLYACRYLAMIDE/ACRYLATE","Protein","Acrylate","Natural/Organic","Semi-synthetic","Disagree",FALSE,2.78602522360565,"Protein","Polyacrylamide/acrylate","PROTEIN","POLYACRYLAMIDE/ACRYLATE"
147,"Protein","Polyamide (PA)","PROTEIN","PA","Protein","PA","Natural/Organic","Synthetic","Disagree",FALSE,3.7429615104863,"Protein","Polyamide (PA)","PROTEIN","PA"
149,"Protein","Polyamide (PA)","PROTEIN","PA","Protein","PA","Natural/Organic","Synthetic","Disagree",FALSE,26.1506210604922,"Protein","Polyamide (PA)","PROTEIN","PA"
154,"Protein","Polyacrylamide/acrylate","PROTEIN","POLYACRYLAMIDE/ACRYLATE","Protein","Acrylate","Natural/Organic","Semi-synthetic","Disagree",FALSE,20.5858215764516,"Protein","Polyacrylamide/acrylate","PROTEIN","POLYACRYLAMIDE/ACRYLATE"
156,"Protein","Polyacrylamide/acrylate","PROTEIN","POLYACRYLAMIDE/ACRYLATE","Protein","Acrylate","Natural/Organic","Semi-synthetic","Disagree",FALSE,8.36638874005127,"Protein","Polyacrylamide/acrylate","PROTEIN","POLYACRYLAMIDE/ACRYLATE"
158,"Protein","Cellulose Acetate Butyrate (CAB)","PROTEIN","CAB","Protein","Cellulose","Natural/Organic","Semi-synthetic","Disagree",FALSE,7.75528279787247,"Protein","Cellulose Acetate Butyrate (CAB)","PROTEIN","CAB"
159,"Protein","Polyacrylamide/acrylate","PROTEIN","POLYACRYLAMIDE/ACRYLATE","Protein","Acrylate","Natural/Organic","Semi-synthetic","Disagree",FALSE,11.4803193413817,"Protein","Polyacrylamide/acrylate","PROTEIN","POLYACRYLAMIDE/ACRYLATE"
160,"Cellulose","Polyamide (PA)","CELLULOSE","PA","Cellulose","PA","Semi-synthetic","Synthetic","Disagree",FALSE,11.5305545091919,"Cellulose","Polyamide (PA)","CELLULOSE","PA"
161,"Protein","Cellulose Acetate Butyrate (CAB)","PROTEIN","CAB","Protein","Cellulose","Natural/Organic","Semi-synthetic","Disagree",FALSE,18.8826072704829,"Protein","Cellulose Acetate Butyrate (CAB)","PROTEIN","CAB"
162,"Cellulose","Polyamide (PA)","CELLULOSE","PA","Cellulose","PA","Semi-synthetic","Synthetic","Disagree",FALSE,11.827808992883,"Cellulose","Polyamide (PA)","CELLULOSE","PA"
163,"Cellulose","Polyamide (PA)","CELLULOSE","PA","Cellulose","PA","Semi-synthetic","Synthetic","Disagree",FALSE,22.660857892005,"Cellulose","Polyamide (PA)","CELLULOSE","PA"
164,"Protein","Cellulose Acetate Butyrate (CAB)","PROTEIN","CAB","Protein","Cellulose","Natural/Organic","Semi-synthetic","Disagree",FALSE,17.894179430169,"Protein","Cellulose Acetate Butyrate (CAB)","PROTEIN","CAB"
165,"Protein","Cellulose Acetate Butyrate (CAB)","PROTEIN","CAB","Protein","Cellulose","Natural/Organic","Semi-synthetic","Disagree",FALSE,21.9557919113089,"Protein","Cellulose Acetate Butyrate (CAB)","PROTEIN","CAB"
166,"Protein","Polyacrylamide/acrylate","PROTEIN","POLYACRYLAMIDE/ACRYLATE","Protein","Acrylate","Natural/Organic","Semi-synthetic","Disagree",FALSE,16.529216649542,"Protein","Polyacrylamide/acrylate","PROTEIN","POLYACRYLAMIDE/ACRYLATE"
167,"Protein","Cellulose Acetate Butyrate (CAB)","PROTEIN","CAB","Protein","Cellulose","Natural/Organic","Semi-synthetic","Disagree",FALSE,8.61507537660197,"Protein","Cellulose Acetate Butyrate (CAB)","PROTEIN","CAB"
171,"PET","Polyethylene terephtalate (PET)","PET","PET","PET","PET","Synthetic","Synthetic","Family",TRUE,0.736868338488803,"PET","Polyethylene terephtalate (PET)","PET","PET"
