"particle_id","x_um","y_um","area_um2","major_um","minor_um","feret_min_um","feret_max_um","material","quality","source_file","diameter_um","aspect_ratio","coord_match_cost","coord_source"
"A371",282.880000000001,-2835.456,462.5,25,25,25,25,"Polyamide (naturally occurring)",0.950216719543896,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",24.2667115497756,1,1.24255029733576,"circle_calibrated"
"A372",-1693.614,-2162.654,462.5,45,15,15,45,"Cellulosic",0.95481110035359,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",24.2667115497756,0.333333333333333,0.221853560314608,"circle_calibrated"
"A373",5791.994,-963.794,462.5,30,20,20,30,"Polyamide (naturally occurring)",0.963653571980297,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",24.2667115497756,0.666666666666667,1.15064932635357,"circle_calibrated"
"A374",-459.082,-6340.776,462.5,25,20,20,25,"Polyamide (naturally occurring)",0.905579774011368,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",24.2667115497756,0.8,0.706667173333846,"circle_calibrated"
"A375",-2862.288,263.484,462.5,30,20,20,30,"Polyamide (naturally occurring)",0.943460137458787,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",24.2667115497756,0.666666666666667,0.0300112936396744,"circle_calibrated"
"A376",-631.02,326.273999999999,462.5,25,25,25,25,"Polyamide (naturally occurring)",0.934598424284252,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",24.2667115497756,1,0.706667173333846,"circle_calibrated"
"A377",-240.942,-5534.152,462.5,30,20,20,30,"Polyamide (naturally occurring)",0.95742539755515,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",24.2667115497756,1.5,0.0448263794248147,"circle_calibrated"
"A378",5384.678,1650.428,462.5,25,20,20,25,"Polyamide (naturally occurring)",0.960430109195392,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",24.2667115497756,0.8,0.706667173333846,"circle_calibrated"
"A379",3613.428,3179.436,462.5,25,20,20,25,"Polyamide (naturally occurring)",0.94883653693476,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",24.2667115497756,1.25,0.706667173333846,"circle_calibrated"
"A380",1299.35,-5214.352,450,36,19,19,36,"Polyamide (naturally occurring)",0.948097929427761,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",23.936536824086,1.91666661954505,0.0708706773333889,"circle_calibrated"
"A381",3068.468,4213.768,450,25,20,20,25,"Polyamide (naturally occurring)",0.953584272303069,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",23.936536824086,0.8,0.0416398519353394,"circle_calibrated"
"A382",-1727.57,4553.276,450,28,21,21,28,"Polyamide (naturally occurring)",0.909465260608687,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",23.936536824086,0.750000042146853,0.0608914088907162,"circle_calibrated"
"A383",4055.61,1815.866,450,28,21,21,28,"Cellulosic",0.641622151549329,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",23.936536824086,1.3333332584056,0.521706612082046,"circle_calibrated"
"A384",-1423.63,1984.918,450,25,20,20,25,"Polyamide (naturally occurring)",0.965927014115936,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",23.936536824086,0.8,0.319894198237835,"circle_calibrated"
"A385",3103.698,4680.104,450,30,20,20,30,"Chitin",0.92005331203168,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",23.936536824086,0.666666666666667,1.12325035216545,"circle_calibrated"
"A386",1677.702,-4628.208,450,30,20,20,30,"Polycarbonate",0.719971283990988,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",23.936536824086,1.5,0.0324652826012413,"circle_calibrated"
"A387",-4557.8,-4268.212,450,30,20,20,30,"Polyamide (naturally occurring)",0.944523414565781,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",23.936536824086,1.5,0.0477327547320296,"circle_calibrated"
"A388",-2724.8,2749.292,437.5,25,25,25,25,"Polyethylene terephthalate",0.859266622324985,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",23.6017435970657,1,0.0442406336353962,"circle_calibrated"
"A389",-2387.736,-5704.27,437.5,30,20,20,30,"Polyamide (naturally occurring)",0.92278659197401,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",23.6017435970657,1.5,0.0350660643012981,"circle_calibrated"
"A390",-393.821999999999,-2264.288,437.5,30,20,20,30,"Polyamide (naturally occurring)",0.921605725311557,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",23.6017435970657,1.5,0.432749031967408,"circle_calibrated"
"A391",-687.934,-4782.908,437.5,30,20,20,30,"Polyamide (naturally occurring)",0.935089582994456,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",23.6017435970657,1.5,0.0350660643012981,"circle_calibrated"
"A392",-5726.396,80.0280000000005,437.5,40,15,15,40,"Carbonate",0.693004986025963,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",23.6017435970657,0.375,0.0395779933434077,"circle_calibrated"
"A393",4212.39,4098.38,437.5,32,19,19,32,"Polycarbonate",0.808576132423567,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",23.6017435970657,1.64285699373759,0.0718388555616298,"circle_calibrated"
"A394",-3765.71,4361.786,437.5,30,20,20,30,"Polyamide (naturally occurring)",0.868942158480459,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",23.6017435970657,0.666666666666667,0.365307751171875,"circle_calibrated"
"A395",-1607.372,-1943.5,437.5,25,25,25,25,"Cellulosic",0.913587908974417,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",23.6017435970657,1,0.67849629636715,"circle_calibrated"
"A396",-5734.456,-814.892,437.5,25,20,20,25,"Polyamide (naturally occurring)",0.945369327981254,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",23.6017435970657,1.25,0.67849629636715,"circle_calibrated"
"A397",-1539.486,5093.608,437.5,27,25,25,27,"Polyamide (naturally occurring)",0.941757882834036,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",23.6017435970657,0.916666740711136,0.0457892533426862,"circle_calibrated"
"A398",-2294.032,-5625.542,437.5,30,20,20,30,"Polyamide (naturally occurring)",0.89218120974012,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",23.6017435970657,1.5,0.050814421269437,"circle_calibrated"
"A399",-859.586,4181.268,425,25,25,25,25,"Carbonate",0.822068198092886,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",23.2621324584064,1,0.301202065225683,"circle_calibrated"
"A400",3678.168,-1867.632,425,25,20,20,25,"Polyethylene terephthalate",0.9338797427024,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",23.2621324584064,0.8,0.706667173333847,"circle_calibrated"
"A401",5104.346,3139.5,425,25,20,20,25,"Polyamide (naturally occurring)",0.946861381794015,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",23.2621324584064,1.25,0.706667173333847,"circle_calibrated"
"A402",113.021999999999,-58.2400000000002,425,30,15,15,30,"Polyamide (naturally occurring)",0.805130344899859,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",23.2621324584064,0.5,0.358299121017398,"circle_calibrated"
"A403",-3201.822,1227.2,425,28,21,21,28,"Polyamide (naturally occurring)",0.941939942156032,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",23.2621324584064,1.3333332584056,0.416920149252843,"circle_calibrated"
"A404",5199.116,-1221.61,425,28,21,21,28,"Polyamide",0.913720199643274,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",23.2621324584064,0.750000042146853,0.464548198242098,"circle_calibrated"
"A405",1312.454,3537.846,425,35,15,15,35,"Polyamide (naturally occurring)",0.893401078619942,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",23.2621324584064,2.33333333333333,1.28997568222493,"circle_calibrated"
"A406",-6110.832,-2160.548,425,25,20,20,25,"Polyamide (naturally occurring)",0.977740264628638,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",23.2621324584064,0.8,0.203844266569695,"circle_calibrated"
"A407",-4842.656,438.464,425,25,20,20,25,"Carbonate",0.783919203644601,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",23.2621324584064,0.8,0.262113174693671,"circle_calibrated"
"A408",-4089.54,-3668.782,425,30,20,20,30,"Carbonate",0.728779598998151,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",23.2621324584064,1.5,0.451389544083411,"circle_calibrated"
"A409",-3711.11,3914.638,425,25,20,20,25,"Polyamide (naturally occurring)",0.955656811872781,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",23.2621324584064,0.8,0.242310547397491,"circle_calibrated"
"A410",1099.8,88.7119999999997,425,25,20,20,25,"Polyamide (naturally occurring)",0.946485552328187,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",23.2621324584064,1.25,0.262113174693671,"circle_calibrated"
"A411",-2689.622,-868.192,425,32,18,18,32,"Polyamide",0.699331060076559,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",23.2621324584064,0.555555622157991,0.026590797816598,"circle_calibrated"
"A412",-3140.254,3687.138,425,25,20,20,25,"Polyamide (naturally occurring)",0.954396830772095,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",23.2621324584064,0.8,0.323988578411758,"circle_calibrated"
"A413",5238.298,-523.666,425,25,20,20,25,"Polyamide (naturally occurring)",0.955179047592051,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",23.2621324584064,0.8,0.28231588201119,"circle_calibrated"
"A414",4287.842,-1600.404,425,25,20,20,25,"Polyamide (naturally occurring)",0.952325484941445,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",23.2621324584064,0.8,0.302935169213925,"circle_calibrated"
"A415",-6415.76,-548.314,425,25,20,20,25,"Polyamide (naturally occurring)",0.96648582664155,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",23.2621324584064,1.25,0.323988578411758,"circle_calibrated"
"A416",2579.564,2641.028,425,25,20,20,25,"Polyamide (naturally occurring)",0.967439617606373,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",23.2621324584064,1.25,0.341207399839382,"circle_calibrated"
"A417",1789.632,4383.002,425,29,19,19,29,"Carbonate",0.822998721391764,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",23.2621324584064,0.66666669395652,0.053666272727777,"circle_calibrated"
"A418",-2134.236,4503.2,412.5,25,21,21,25,"Polyamide (naturally occurring)",0.948134892701059,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",22.9174892211877,1.1666666292028,0.418985100882066,"circle_calibrated"
"A419",-2435.186,3176.732,412.5,25,20,20,25,"Polyamide (naturally occurring)",0.897875915099276,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",22.9174892211877,0.8,0.418985100882066,"circle_calibrated"
"A420",-5329.948,-1502.54,412.5,34,18,18,34,"Polyamide (naturally occurring)",0.92390376041983,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",22.9174892211877,1.87499997500999,0.0433106664469141,"circle_calibrated"
"A421",487.032,829.608,412.5,28,18,18,28,"Carbonate",0.796858376679771,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",22.9174892211877,0.625000063220279,0.510681142070337,"circle_calibrated"
"A422",-1782.352,-2714.322,412.5,25,21,21,25,"Polyamide (naturally occurring)",0.948704288282523,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",22.9174892211877,0.857142884667332,0.706667173333846,"circle_calibrated"
"A423",5282.056,-1641.276,412.5,29,20,20,29,"Polyethylene",0.867829382616979,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",22.9174892211877,0.692307667071236,0.00728400762688519,"circle_calibrated"
"A424",-1671.748,4607.642,412.5,25,20,20,25,"Polycarbonate",0.750265069121513,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",22.9174892211877,0.8,0.294135615262076,"circle_calibrated"
"A425",-1136.122,-5261.62,412.5,25,20,20,25,"Polyamide (naturally occurring)",0.952625705948835,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",22.9174892211877,0.8,0.706667173333846,"circle_calibrated"
"A426",-2714.166,1535.352,412.5,25,20,20,25,"Polyurethane",0.679958098054692,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",22.9174892211877,1.25,0.706667173333846,"circle_calibrated"
"A427",-4498.078,2734.576,412.5,25,20,20,25,"Polyamide (naturally occurring)",0.951332291907509,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",22.9174892211877,0.8,0.706667173333846,"circle_calibrated"
"A428",-861.51,-4415.138,412.5,25,21,21,25,"Polyamide (naturally occurring)",0.954751288364949,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",22.9174892211877,0.857142802093913,0.710296012486989,"circle_calibrated"
"A429",-2074.462,-736.216,412.5,25,20,20,25,"Polyamide (naturally occurring)",0.916359984558259,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",22.9174892211877,1.25,0.710296012486989,"circle_calibrated"
"A430",1120.444,2529.202,400,25,20,20,25,"Polyamide (naturally occurring)",0.956601468814161,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",22.5675833419103,0.8,0.679524353820235,"circle_calibrated"
"A431",-5881.616,-688.402,400,25,20,20,25,"Polyamide (naturally occurring)",0.785236924116364,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",22.5675833419103,0.8,0.41120296044001,"circle_calibrated"
"A432",-1014.156,3802.318,400,25,20,20,25,"Polyamide (naturally occurring)",0.938731611716842,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",22.5675833419103,1.25,0.322255474423514,"circle_calibrated"
"A433",-5266.222,199.523999999999,400,25,20,20,25,"Polyamide (naturally occurring)",0.927328848345424,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",22.5675833419103,1.25,0.41120296044001,"circle_calibrated"
"A434",-1830.4,-1986.4,400,25,20,20,25,"Polyamide (naturally occurring)",0.88472437131034,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",22.5675833419103,1.25,0.263363956595322,"circle_calibrated"
"A435",2565.316,280.618,400,25,20,20,25,"Polyamide (naturally occurring)",0.945862620207692,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",22.5675833419103,1.25,0.0359741143996619,"circle_calibrated"
"A436",2145.13,-5722.106,400,25,20,20,25,"Polyamide (naturally occurring)",0.935725697897491,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",22.5675833419103,1.25,0.0530685477589616,"circle_calibrated"
"A437",-2619.942,2398.916,400,32,18,18,32,"Polyamide (naturally occurring)",0.953633872989243,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",22.5675833419103,1.80000005394797,0.0326575504988342,"circle_calibrated"
"A438",18.5639999999997,4868.37,400,25,24,24,25,"Polyamide (naturally occurring)",0.959716419716355,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",22.5675833419103,1.06666680740323,0.088159867570232,"circle_calibrated"
"A439",-3066.362,1660.828,400,25,20,20,25,"Polyamide (naturally occurring)",0.932969454999438,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",22.5675833419103,1.25,0.343761679644478,"circle_calibrated"
"A440",4682.262,-1128.166,400,25,20,20,25,"Polyamide (naturally occurring)",0.936523419568051,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",22.5675833419103,1.25,0.143219644753259,"circle_calibrated"
"A441",4202.172,876.252,400,38,16,16,38,"Chitin",0.787670314452342,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",22.5675833419103,0.411764746465899,0.0244129056892348,"circle_calibrated"
"A442",3678.376,-4684.16,400,35,18,18,35,"Polyamide (naturally occurring)",0.942171426524939,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",22.5675833419103,2.00000013486992,0.0374422760069093,"circle_calibrated"
"A443",-3697.2,4213.274,400,25,20,20,25,"Polyamide (naturally occurring)",0.931053829809302,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",22.5675833419103,1.25,0.143219644753259,"circle_calibrated"
"A444",-1221.324,5336.968,400,28,21,21,28,"Polyamide",0.762426473851475,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",22.5675833419103,0.750000042146853,0.591135118513809,"circle_calibrated"
"A445",3910.062,1018.082,400,25,20,20,25,"Polyamide (naturally occurring)",0.945613839833864,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",22.5675833419103,1.25,0.263363956595322,"circle_calibrated"
"A446",3324.23,2290.886,400,25,20,20,25,"Polyamide (naturally occurring)",0.938682943073671,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",22.5675833419103,1.25,0.263363956595322,"circle_calibrated"
"A447",313.118,6176.352,400,25,20,20,25,"Polyamide (naturally occurring)",0.93357967119977,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",22.5675833419103,1.25,0.124527511741107,"circle_calibrated"
"A448",-1658.696,-5411.562,400,31,18,18,31,"Polyamide (naturally occurring)",0.942708238486994,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",22.5675833419103,0.571428544228563,1.05088759624998,"circle_calibrated"
"A449",-71.5,5431.634,387.5,25,20,20,25,"Polyamide (naturally occurring)",0.946482232450932,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",22.2121661164524,0.8,0.674918475019266,"circle_calibrated"
"A450",-1278.108,4573.296,387.5,25,20,20,25,"Polyamide (naturally occurring)",0.961989736542924,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",22.2121661164524,1.25,0.0387115921562515,"circle_calibrated"
"A451",-2298.504,1110.252,387.5,32,18,18,32,"Polyethylene terephthalate",0.832463154464022,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",22.2121661164524,0.555555538904949,0.0183005948961241,"circle_calibrated"
"A452",638.17,-4910.88,387.5,34,18,18,34,"Polyamide (naturally occurring)",0.938318886999982,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",22.2121661164524,1.87499997500999,0.267453185883862,"circle_calibrated"
"A453",-1515.748,1137.292,387.5,25,21,21,25,"Polyamide (naturally occurring)",0.937355120751652,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",22.2121661164524,0.857142802093913,0.379454262125431,"circle_calibrated"
"A454",-2085.876,-349.934,387.5,31,18,18,31,"Cellulosic",0.634142637972076,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",22.2121661164524,1.75000008330003,1.0191388979354,"circle_calibrated"
"A455",4012.476,-3812.094,387.5,25,20,20,25,"Polyamide (naturally occurring)",0.950447732997554,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",22.2121661164524,1.25,0.706667173333847,"circle_calibrated"
"A456",-4448.184,-1404.494,387.5,25,20,20,25,"Polyamide (naturally occurring)",0.93947347094742,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",22.2121661164524,0.8,0.706667173333847,"circle_calibrated"
"A457",-1457.04,2387.71,387.5,30,15,15,30,"Polyamide (naturally occurring)",0.942416184904301,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",22.2121661164524,0.5,0.0652551054242325,"circle_calibrated"
"A458",-4603.716,2191.176,387.5,25,20,20,25,"Cellulosic",0.779644318284526,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",22.2121661164524,1.25,0.714467030004327,"circle_calibrated"
"A459",-4753.84,2723.474,387.5,25,20,20,25,"Polyamide",0.640189130212694,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",22.2121661164524,0.8,0.379454262125431,"circle_calibrated"
"A460",3428.75,1746.082,387.5,25,20,20,25,"Polyamide (naturally occurring)",0.962608813336533,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",22.2121661164524,0.8,0.0564111692556521,"circle_calibrated"
"A461",-2941.146,4925.7,387.5,28,18,18,28,"Cellulosic",0.961826261035205,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",22.2121661164524,1.59999994605203,0.559386420199229,"circle_calibrated"
"A462",-3332.16,889.954,387.5,28,18,18,28,"Polyamide (naturally occurring)",0.938423131884679,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",22.2121661164524,1.5999998381561,0.27908445504507,"circle_calibrated"
"A463",4129.97,1090.258,375,30,19,19,30,"Polyamide (naturally occurring)",0.94281751937392,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",21.8509686118416,1.56250014975772,0.0324652826012413,"circle_calibrated"
"A464",-4122.508,4145.31,375,20,20,20,20,"Polyamide (naturally occurring)",0.929651488658099,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",21.8509686118416,1,0.374179021537222,"circle_calibrated"
"A465",2309.84,3366.662,375,34,16,16,34,"Polycarbonate",0.685081002986391,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",21.8509686118416,0.466666695099744,0.208726749105841,"circle_calibrated"
"A466",-6060.678,678.6,375,38,18,18,38,"Polyamide (naturally occurring)",0.928741166817533,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",21.8509686118416,0.483870969787773,0.603424623972237,"circle_calibrated"
"A467",1535.508,1259.856,375,25,20,20,25,"Polyamide (naturally occurring)",0.956460040270024,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",21.8509686118416,1.25,0.236663544088111,"circle_calibrated"
"A468",-1525.472,-3335.28,375,57,11,11,57,"Cellulosic",0.888946526920094,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",21.8509686118416,0.187500010536713,0.328121377083319,"circle_calibrated"
"A469",3727.646,-1983.046,375,21,21,21,21,"Polyamide (naturally occurring)",0.960811701791822,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",21.8509686118416,1,0.283018243140245,"circle_calibrated"
"A470",-505.180000000001,-2553.382,375,25,20,20,25,"Polyethylene terephthalate",0.872893800679742,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",21.8509686118416,1.25,0.706667173333846,"circle_calibrated"
"A471",-2525.926,1751.074,375,32,18,18,32,"Polyamide (naturally occurring)",0.954776513624124,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",21.8509686118416,0.555555538904949,0.021228854675212,"circle_calibrated"
"A472",-899.158,4186.598,362.5,29,20,20,29,"Polyamide",0.663111423319241,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",21.4836992849578,0.692307723853265,0.0377024217387625,"circle_calibrated"
"A473",-1989.728,-5642.156,362.5,25,20,20,25,"Polyamide (naturally occurring)",0.937963053398106,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",21.4836992849578,1.25,0.223815401610262,"circle_calibrated"
"A474",-4811.742,-1172.496,362.5,25,20,20,25,"Polyamide (naturally occurring)",0.780131420852028,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",21.4836992849578,0.8,0.7192346194878,"circle_calibrated"
"A475",-5969.314,1172.938,362.5,35,15,15,35,"Polyamide (naturally occurring)",0.924068016440947,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",21.4836992849578,0.428571428571429,0.0291533001879545,"circle_calibrated"
"A476",-4291.274,-1785.758,362.5,30,15,15,30,"Polyethylene terephthalate",0.722903505319137,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",21.4836992849578,0.5,0.0356050026059087,"circle_calibrated"
"A477",4201.6,-1214.2,362.5,20,20,20,20,"Polyamide (naturally occurring)",0.931099240059177,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",21.4836992849578,1,0.36559527784583,"circle_calibrated"
"A478",-3941.886,4265.092,362.5,20,20,20,20,"Carbonate",0.68860112792649,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",21.4836992849578,1,0.391570764249091,"circle_calibrated"
"A479",-4871.698,-1154.01,362.5,30,15,15,30,"Polyamide (naturally occurring)",0.944594380384408,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",21.4836992849578,2,0.0546531975766031,"circle_calibrated"
"A480",-2656.004,2760.316,350,35,14,14,35,"Polyamide (naturally occurring)",0.949930925759395,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",21.1100412282238,0.399999959539025,0.0923522423374286,"circle_calibrated"
"A481",-4986.046,-3318.718,350,25,20,20,25,"Cellulosic",0.945830047196041,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",21.1100412282238,1.25,0.706667173333846,"circle_calibrated"
"A482",-1273.896,2360.618,350,25,20,20,25,"Polyamide (naturally occurring)",0.942046431801794,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",21.1100412282238,0.8,0.706667173333846,"circle_calibrated"
"A483",2392.754,5767.658,350,21,21,21,21,"Chitin",0.813649084421137,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",21.1100412282238,1,0.214025371653293,"circle_calibrated"
"A484",-1969.5,427.7,350,25,20,20,25,"Polyamide (naturally occurring)",0.918820274550918,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",21.1100412282238,1.25,0.716976816935214,"circle_calibrated"
"A485",-4538.69,2327.91,350,25,18,18,25,"Polyamide (naturally occurring)",0.949884530025255,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",21.1100412282238,1.39999989210407,0.721883627659376,"circle_calibrated"
"A486",-3805.1,4291.3,350,21,21,21,21,"Polyamide (naturally occurring)",0.945603558405025,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",21.1100412282238,1,0.214025371653293,"circle_calibrated"
"A487",-3402.776,3949.14,350,21,21,21,21,"Polyamide (naturally occurring)",0.954599945842177,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",21.1100412282238,1,0.214025371653293,"circle_calibrated"
"A488",-3568.396,-2716.714,350,36,16,16,36,"Polyethylene terephthalate",0.937560931448466,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",21.1100412282238,2.31250004273949,0.36752141976793,"circle_calibrated"
"A489",-2042.04,-5436.678,350,20,20,20,20,"Rubber",0.809738022125302,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",21.1100412282238,1,0.438717542674793,"circle_calibrated"
"A490",-2971.748,-1678.144,350,21,21,21,21,"Polyamide (naturally occurring)",0.94816445482394,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",21.1100412282238,1,0.238122923232354,"circle_calibrated"
"A491",460.694,-3566.134,337.5,20,20,20,20,"Polyamide (naturally occurring)",0.943038305761942,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",20.7296489682801,1,0.738936433902633,"circle_calibrated"
"A492",4162.444,1587.612,337.5,20,20,20,20,"Chitin",0.69929550683147,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",20.7296489682801,1,0.431337435377171,"circle_calibrated"
"A493",-1851.278,3420.69,337.5,20,20,20,20,"Polyamide (naturally occurring)",0.867693427080925,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",20.7296489682801,1,0.431337435377171,"circle_calibrated"
"A494",4405.232,4113.2,337.5,27,18,18,27,"Polyamide (naturally occurring)",0.941310880428551,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",20.7296489682801,1.50000016660006,0.291826624522749,"circle_calibrated"
"A495",790.4,-4232.176,337.5,20,20,20,20,"Acrylonitrile butadiene styrene",0.913867045548368,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",20.7296489682801,1,0.461190398526852,"circle_calibrated"
"A496",281.268,-6003.946,337.5,20,20,20,20,"Polyamide (naturally occurring)",0.923730781957814,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",20.7296489682801,1,0.461190398526852,"circle_calibrated"
"A497",1041.43,-2845.96,337.5,30,15,15,30,"Polyamide (naturally occurring)",0.918257497157609,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",20.7296489682801,2,0.0842903504658272,"circle_calibrated"
"A498",4328.688,-1543.464,337.5,20,20,20,20,"Polycarbonate",0.678523910199569,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",20.7296489682801,1,0.461190398526852,"circle_calibrated"
"A499",-1084.564,5831.618,337.5,25,15,15,25,"Polycarbonate",0.778684014132098,"Comparstic LDIR F2Ba Au MP2 240925.xlsx",20.7296489682801,1.66666666666667,0.701973905663963,"circle_calibrated"
