"particle_id","x_um","y_um","area_um2","major_um","minor_um","feret_min_um","feret_max_um","material","quality","source_file"
"LDIR_IMG_2606",5491.28550074738,10354.4684230194,13085.7638888889,189.583333333333,140.833333333333,140.833333333333,189.583333333333,NA,NA,"LDIR_image"
"LDIR_IMG_2607",5661.79062282533,10302.30210508,14053.9930555556,260,254.583333333333,254.583333333333,260,NA,NA,"LDIR_image"
"LDIR_IMG_2615",9364.1193977591,10400.887605042,3491.49305555556,113.75,86.6666666666667,86.6666666666667,113.75,NA,NA,"LDIR_image"
"LDIR_IMG_2621",2988.27127659574,10377.0079787234,5515.97222222222,167.916666666667,102.916666666667,102.916666666667,167.916666666667,NA,NA,"LDIR_image"
"LDIR_IMG_2651",8474.02326839827,10364.5102813853,4518.40277777778,119.166666666667,86.6666666666667,86.6666666666667,119.166666666667,NA,NA,"LDIR_image"
"LDIR_IMG_2652",8989.3375,10359.4833333333,2934.02777777778,113.75,81.25,81.25,113.75,NA,NA,"LDIR_image"
"LDIR_IMG_2674",9356.00694444445,10327.8819444444,4577.08333333333,130,119.166666666667,119.166666666667,130,NA,NA,"LDIR_image"
"LDIR_IMG_2682",9182.07627118644,10341.0134180791,3462.15277777778,135.416666666667,86.6666666666667,86.6666666666667,135.416666666667,NA,NA,"LDIR_image"
"LDIR_IMG_2686",5982.22979323308,10260.9281015038,15609.0277777778,243.75,200.416666666667,200.416666666667,243.75,NA,NA,"LDIR_image"
"LDIR_IMG_2687",6039.90466101695,10344.5939265537,3462.15277777778,119.166666666667,75.8333333333333,75.8333333333333,119.166666666667,NA,NA,"LDIR_image"
"LDIR_IMG_2700",9631.78673416407,10307.6551142264,9418.22916666667,249.166666666667,135.416666666667,135.416666666667,249.166666666667,NA,NA,"LDIR_image"
"LDIR_IMG_2702",3158.71803652968,10194.2779680365,21418.4027777778,325,297.916666666667,297.916666666667,325,NA,NA,"LDIR_image"
"LDIR_IMG_2725",2442.6198630137,10280.9446347032,8567.36111111111,135.416666666667,119.166666666667,119.166666666667,135.416666666667,NA,NA,"LDIR_image"
"LDIR_IMG_2770",5853.84686836518,10240.7085987261,9212.84722222222,162.5,124.583333333333,124.583333333333,162.5,NA,NA,"LDIR_image"
"LDIR_IMG_2788",3011.89618644068,10236.4901129944,3462.15277777778,130,92.0833333333333,92.0833333333333,130,NA,NA,"LDIR_image"
"LDIR_IMG_2799",9441.50128865979,10249.9806701031,2846.00694444444,119.166666666667,54.1666666666667,54.1666666666667,119.166666666667,NA,NA,"LDIR_image"
"LDIR_IMG_2824",9330.75,10228.359375,4694.44444444445,130,92.0833333333333,92.0833333333333,130,NA,NA,"LDIR_image"
"LDIR_IMG_2851",9212.17623873874,10208.696509009,4342.36111111111,124.583333333333,86.6666666666667,86.6666666666667,124.583333333333,NA,NA,"LDIR_image"
"LDIR_IMG_2862",5560.38120567376,10197.2783687943,2757.98611111111,130,75.8333333333333,75.8333333333333,130,NA,NA,"LDIR_image"
"LDIR_IMG_2863",9648.1139380531,10156.5136430678,6630.90277777778,162.5,162.5,162.5,162.5,NA,NA,"LDIR_image"
"LDIR_IMG_2876",4866.61706349206,10169.6884920635,3080.72916666667,119.166666666667,102.916666666667,102.916666666667,119.166666666667,NA,NA,"LDIR_image"
"LDIR_IMG_2893",5795.26945320715,10123.0835962145,18601.7361111111,314.166666666667,216.666666666667,216.666666666667,314.166666666667,NA,NA,"LDIR_image"
"LDIR_IMG_2906",2942.49436936937,10181.9425675676,2171.18055555556,151.666666666667,48.75,48.75,151.666666666667,NA,NA,"LDIR_image"
"LDIR_IMG_2916",5666.57886723508,10009.4952801462,48176.7361111111,438.75,390,390,438.75,NA,NA,"LDIR_image"
"LDIR_IMG_2925",2799.64412568306,10122.7643442623,8948.78472222222,162.5,135.416666666667,135.416666666667,162.5,NA,NA,"LDIR_image"
"LDIR_IMG_2967",3411.2138030888,10086.3457207207,7599.13194444445,146.25,135.416666666667,135.416666666667,146.25,NA,NA,"LDIR_image"
"LDIR_IMG_2976",9844.23536036036,10083.856981982,5427.95138888889,157.083333333333,108.333333333333,108.333333333333,157.083333333333,NA,NA,"LDIR_image"
"LDIR_IMG_2986",4006.18766149871,10038.7923126615,18924.4791666667,205.833333333333,195,195,205.833333333333,NA,NA,"LDIR_image"
"LDIR_IMG_2994",2995.09913793103,10027.7504789272,12763.0208333333,222.083333333333,173.333333333333,173.333333333333,222.083333333333,NA,NA,"LDIR_image"
"LDIR_IMG_2995",6034.88546603476,10037.4812401264,12381.5972222222,254.583333333333,157.083333333333,157.083333333333,254.583333333333,NA,NA,"LDIR_image"
"LDIR_IMG_3007",8822.15610047847,10068.7669457735,6132.11805555556,119.166666666667,113.75,113.75,119.166666666667,NA,NA,"LDIR_image"
"LDIR_IMG_3019",9545.478515625,10054.052734375,3755.55555555556,113.75,113.75,113.75,113.75,NA,NA,"LDIR_image"
"LDIR_IMG_3088",9842.64583333333,9987.72916666667,7628.47222222222,157.083333333333,151.666666666667,151.666666666667,157.083333333333,NA,NA,"LDIR_image"
"LDIR_IMG_3090",4482.45724163028,9985.88518922853,6718.92361111111,119.166666666667,92.0833333333333,92.0833333333333,119.166666666667,NA,NA,"LDIR_image"
"LDIR_IMG_3123",9575.15710382514,9959.29644808743,3579.51388888889,130,97.5,97.5,130,NA,NA,"LDIR_image"
"LDIR_IMG_3140",8764.16666666667,9939.58333333333,3579.51388888889,124.583333333333,92.0833333333333,92.0833333333333,124.583333333333,NA,NA,"LDIR_image"
